question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
炊事,すいじ,취사,cooking,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
水蒸気,すいじょうき,"수증기, 김","water vapor, steam",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
水素,すいそ,"수소, 수소의 원소기호",hydrogen,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
垂直,すいちょく,"수직, 업 라이트, 연직","vertical, perpendicular",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
推定,すいてい,추정,"presumption, assumption, estimation",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
水滴,すいてき,"물방울, 연적",drop of water,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
水筒,すいとう,"수통, 물통","canteen, flask, water bottle",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
随筆,ずいひつ,수필,"essays, miscellaneous writings",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
水分,すいぶん,"수분, 물기",moisture,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
水平,すいへい,수평,"level, horizontal",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
水平線,すいへいせん,"수평선, 수평적 한계, 횡측선",horizon,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
水面,すいめん,수면,water's surface,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
図々しい,ずうずうしい,"뻔뻔하다, 뻔뻔스럽다","impudent, shameless",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ずうっと,ずうっと,"훨씬, 아주, 쭉","all the time, all the way",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
末っ子,すえっこ,막내,youngest child,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
スカーフ,スカーフ,스카프,scarf,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
図鑑,ずかん,"도감, 그림책",picture book,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
隙,すき,"틈, 불화","unguarded moment, chance",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
杉,すぎ,삼나무,Japanese cedar,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
好き嫌い,すききらい,"좋고 싫음, 편식","likes and dislikes, taste",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
好き好き,すきずき,"각자의 기호, 취향",matter of taste,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
透き通る,すきとおる,"투명하다, 비쳐 보이다, 소리가 맑다",to be(come) transparent,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
隙間,すきま,"틈새, 틈","crack, gap, opening",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～過ぎる,～すぎる,"지나다, 넘다, 지나가다",too much ~,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
スクール,スクール,스쿨,school,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
図形,ずけい,도형,figure,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
鈴,すず,방울,bell,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
涼む,すずむ,"시원하게 쉬다, 더위를 식히다","to cool oneself, to cool off",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
スタート,スタート,"스타트, 출발",start,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
スチュワーデス,スチュワーデス,"스튜어디스, 여승무원, 여급사",stewardess,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
すっきり,すっきり,"깨끗이, 싹","shapely, clear, neat",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ステージ,ステージ,"무대, 스테이지",stage; performance,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ストッキング,ストッキング,"스타킹, 스토킹, 입목축적",stockings,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ストップ,ストップ,스톱,stop,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
素直,すなお,"순순함, 순진함, 솔직함","obedient, meek, docile",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
頭脳,ずのう,두뇌,"head, brains, intellect",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
スピーカー,スピーカー,"스피커, 확성기, 고성기",speaker,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
図表,ずひょう,"도표, 그래픽 차트, 그래프차트","chart, diagram, graph",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
スマート,スマート,"똑똑한, 스마트, 호리호리함","smart, stylish, slim",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
住まい,すまい,"주거, 주소, 사는 일","dwelling, house",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
すまない,すまない,"미안하다, 미안스럽다",sorry (phrase),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～済,～ずみ,"끝난, 완료된",finished,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
相撲,すもう,"스모, 씨름",sumo wrestling,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
スライド,スライド,슬라이드,slide,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ずらす,ずらす,"비켜 놓다, 물리다, 늦추다","to put off, to delay",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ずらり,ずらり,"즐비하게, 죽","in a line, in a row",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
スリッパ,スリッパ,슬리퍼,slippers,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
狡い,ずるい,"교활하다, 능글맞다, 뺀들거리다","sly, cunning",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
寸法,すんぽう,"길이, 치수, 척도","measurement, size, dimension",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
税関,ぜいかん,세관,customs,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
製作,せいさく,"제작, 파크튜르","manufacture, production",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
制作,せいさく,제작,"work (e.g., film, book)",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
清書,せいしょ,"청서, 정서, 클린카피",clean copy,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
青少年,せいしょうねん,청소년,"youth, young person",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
整数,せいすう,"정수, 범자연수, 진정수",integer,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
清掃,せいそう,청소,cleaning,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
生存,せいぞん,생존,"existence, being, survival",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
政党,せいとう,"정당, 정당론",(member of) political party,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
性能,せいのう,"성능, 펌프 성능, 엔진오일감시시스템","ability, capability",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
整備,せいび,정비,"maintenance, overhaul",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
成分,せいぶん,"성분, 구성재료, 구성부품","ingredient, component, composition",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
性別,せいべつ,성별,"sex, gender",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
正方形,せいほうけい,"정방향, 정방형, 정사각형",square,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
正門,せいもん,"정문, 대문, 정문간","main gate, main entrance",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
成立,せいりつ,성립,"formation, establishment, completion",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
西暦,せいれき,"서력, 서기, 서력기원","Christian Era, after (Christ’s) death (A.D.)",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
背負う,せおう,"짊어지다, 떠 맡다",to be burdened with; to carry on (one's) back or shoulder(s),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～席,～せき,"자리, 좌석",counter for seats,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
赤道,せきどう,적도,equator,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
折角,せっかく,"모처럼, 이왕","with trouble, at great pains, long-awaited",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
接近,せっきん,접근,"getting closer, drawing nearer, approaching",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
接する,せっする,"접하다, 대하다, 면하다",to attend to (someone); to associate with,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
せっせと,せっせと,"열심히, 부지런히","busily, away",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
接続,せつぞく,접속,"connection, union, join, link; changing trains",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
瀬戸物,せともの,"도자기, 사기그릇","earthenware, crockery, china",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ぜひとも,ぜひとも,"무슨 일이 있어도, 꼭",by all means (with sense of not taking 'no' for an answer),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
迫る,せまる,다가오다,"to draw near, to press",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
ゼミ,ゼミ,세미나,seminar,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
せめて,せめて,"적어도, 하다못해, 최소한",at least,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
セメント,セメント,시멘트,cement,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
台詞,せりふ,"대사, 틀에 박힌 말","speech, words, one's lines, remarks",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
栓,せん,마개,"stopper, cork, stopcock",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～船,～せん,배,counter for ships,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～戦,～せん,"전쟁, 싸움","counter for games, matches",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
前～,ぜん～,"앞, ~전, 전","former, late ~, past ~",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～前,～ぜん,"앞, ~전, 전",before ~,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
前後,ぜんご,"전후, 앞뒤, 내외","front and back, before and after",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
全集,ぜんしゅう,"전집, 전서, 전집물",complete works,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
扇子,せんす,"부채, 쥘 부채, 접부채",folding fan,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
専制,せんせい,전제,"despotism, autocracy",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
先々月,せんせんげつ,지지난 달,month before last,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
先々週,せんせんしゅう,지지난 주,2 weeks before,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
先祖,せんぞ,"선조, 조상",ancestor,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
先端,せんたん,"첨단, 선두, 뾰족한 끝","pointed end, tip",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
センチ,センチ,"센티, 센티미터",centimeter,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
先頭,せんとう,"선두, 앞장","head, lead, vanguard",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
全般,ぜんぱん,전반,"(the) whole, general",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
扇風機,せんぷうき,선풍기,electric fan,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
洗面,せんめん,얼굴 씻기,"wash up (one's face), have a wash",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
全力,ぜんりょく,"전력, 전 압력","all one's power, whole energy",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
線路,せんろ,"선로, 궤도트럭, 레일스","line, track, roadbed",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～沿い,～そい,에 따라서,along,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
総～,そう～,총,"gross, general, entire",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～艘,～そう,"그렇게, 그래, 승",counter for ships,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
相違,そうい,"차이, 다름, 틀림","difference, discrepancy, variation",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
そういえば,そういえば,"그러고 보니, 아참",which reminds me ..,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
雑巾,ぞうきん,걸레,"house-cloth, dust cloth",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
増減,ぞうげん,"증감, 가감","increase and decrease, fluctuation",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
倉庫,そうこ,창고,"storehouse, warehouse",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
相互,そうご,상호,"mutual, reciprocal",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
創作,そうさく,창작,"production, creation, work",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
葬式,そうしき,"장례식, 장례, 장례서비스",funeral,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
造船,ぞうせん,조선,shipbuilding,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
騒々しい,そうぞうしい,"시끄럽다, 부산하다","noisy, boisterous",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
増大,ぞうだい,증대,"increase, growth",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
そうっと,そうっと,"살짝, 살살","softly, cautiously, gently",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
送別,そうべつ,송별,"farewell, send-off",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
草履,ぞうり,"짚신, 샌들",Japanese sandals (footwear),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
総理大臣,そうりだいじん,총리대신,Prime Minister,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
送料,そうりょう,송료,"postage, carriage",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
～足,～そく,"발, 다리",counter for shoes,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
属する,ぞくする,속하다,"to belong to, to come under",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
続々,ぞくぞく,"속속, 잇따라","successively, one after another",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
速達,そくたつ,"속달, 속달 우편, 특별 배달","express, special delivery",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
測定,そくてい,측정,measurement,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
測量,そくりょう,"측량, 국부측량, 현지 측량","measurement, surveying",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
速力,そくりょく,속력,speed,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
素質,そしつ,소질,"talent, capability",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
祖先,そせん,"조선, 선조, 조상",ancestor(s),2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
そそっかしい,そそっかしい,"경솔하다, 덜렁대다, 덜렁덜렁하다","careless, thoughtless",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
卒直,そっちょく,솔직,"frank, candid, honest",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
そのころ,そのころ,"그 시절, 그때","in those days, at that time, then",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
そのため,そのため,"그 때문에, 그 덕에","hence, for that reason",2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
その他,そのほか,"그 밖에, 그 외, 기타",besides,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
剃る,そる,"면도하다, 밀다",to shave,2.5,9,2026-02-03 15:31:07,2026-02-03 15:31:07
