question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
思想,しそう,사상,"thought, idea",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
舌,した,혀,tongue,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
次第,しだい,"순서, ~되어가는 대로, 대로",order; circumstances; immediate(ly),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
従う,したがう,따르다,"to abide (by the rules), to obey",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
したがって,したがって,"그러므로, 따라서","therefore, consequently",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
親しい,したしい,"친하다, 가깝다, 친근하다","intimate, close (e.g., friend)",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
質,しつ,질,"quality, nature (of person)",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
失業,しつぎょう,"실업, 아웃 플레이스먼트",unemployment,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
湿気,しっけ,"습기, 촉촉함, 습열조리법","moisture, humidity, dampness",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
実験,じっけん,"실험, 실험용검사",lab work; experiment,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
実現,じつげん,실현,"implementation, materialization, realization",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
実行,じっこう,"실행, 관성 회전, 계속인쇄표시","practice, execution (e.g., program), realization",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
実際,じっさい,실제,in fact; in actuality,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
実施,じっし,실시,"enforcement, carry out, operation",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
湿度,しつど,"온도, 습도, 공기의 습도",humidity,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
じっと,じっと,"가만히, 꾹, 지그시","patiently, quietly",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
実に,じつに,"참으로, 실로, 그야말로","indeed, truly, surely",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
実は,じつは,실은,actually; in fact,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
失望,しつぼう,실망,"disappointment, despair",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
実力,じつりょく,실력,ability; force,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
支店,してん,"지점, 분국, 지방지점",branch store (office),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
指導,しどう,지도,"leadership, guidance, coaching",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
自動,じどう,"자동, 자체적으로","automatic, self-motion",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
児童,じどう,아동,"children, juvenile",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
品,しな,"물건, 물품, 상품","thing, article, goods",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
支配,しはい,"지배, 기여 과실, 조성과실","rule, control, direction",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
芝居,しばい,"연극, 연기","play, drama",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
しばしば,しばしば,"종종, 자주, 곧잘","often, again and again, frequently",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
芝生,しばふ,잔디밭,lawn,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
支払,しはらい,지불,payment,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
支払う,しはらう,"지불하다, 치르다, 메이크굿",to pay,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
死亡,しぼう,사망,death,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
資本,しほん,자본,"funds, capital",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
姉妹,しまい,자매,sisters,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
しまった (かん),しまった (かん),"큰일 났다, 아차, 아뿔싸",Damn it!,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
自慢,じまん,자랑,"pride, boast",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
地味,じみ,"수수함, 지질, 검소함","quiet, plain, conservative",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
示す,しめす,"가리키다, 표하다, 보이다","to show, to indicate",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
占める,しめる,"차지하다, 얻다",to take up; to account for,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
湿る,しめる,"축축해지다, 젖다","to be wet, to be damp",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
下,しも,"아래, 하","under, below, beneath",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
霜,しも,"서리, 흰머리, 성에",frost,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
借金,しゃっきん,"빚, 차용금, 차금","debt, loan, liabilities",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
しゃべる,しゃべる,"말하다, 수다 떨다, 재잘거리다","to talk, to chat, to chatter (same as 話す (はなす))",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
週,しゅう,주,week,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
州,しゅう,주,"state, province",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
銃,じゅう,총,gun,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
周囲,しゅうい,"주위, 둘레, 주변 부위","surroundings, circumference, environs",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
収穫,しゅうかく,"수확, 하베스팅","harvest, crop, ingathering",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
宗教,しゅうきょう,종교,religion,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
重視,じゅうし,중시,"importance, stress",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
就職,しゅうしょく,"취업, 취직, 직업소개",finding employment,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
ジュース,ジュース,"쥬스, 주스, 범용전자식디지털컴퓨터","juice, soft drink; deuce",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
修正,しゅうせい,수정,"amendment, correction",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
重体,じゅうたい,중태,"seriously ill, critical state",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
渋滞,じゅうたい,"정체, 체증, 교통정체","congestion (e.g., traffic), delay",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
重大,じゅうだい,중대,"serious, important",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
住宅,じゅうたく,"주택, 주거건축, 주거용건물","resident, housing",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
集団,しゅうだん,"집단, 정보과정, 정보제공과정","group, mass",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
集中,しゅうちゅう,"집중, 집중의","concentration, focusing the mind",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
収入,しゅうにゅう,수입,"income, revenue",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
住民,じゅうみん,주민,"inhabitants, residents",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
重要,じゅうよう,중요,"important, essential",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
修理,しゅうり,수리,"repairing, mending",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
主義,しゅぎ,주의,"doctrine, cause, principle",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
宿泊,しゅくはく,숙박,lodging,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
手術,しゅじゅつ,수술,surgical operation,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
首相,しゅしょう,수상,Prime Minister,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
手段,しゅだん,"수단, 세입재원, 조달 방법","means, way, measure",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
主張,しゅちょう,"주장, 그렇게 말한다","claim, insistence, assertion",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
出場,しゅつじょう,출전,participation,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
出身,しゅっしん,출신,come from,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
出版,しゅっぱん,출판,publication,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
首都,しゅと,수도,capital city,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
主婦,しゅふ,주부,housewife,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
主要,しゅよう,"주요, 주요 항구, 주요항만","chief, main",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
需要,じゅよう,수요,demand,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
種類,しゅるい,종류,"variety, kind",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
順,じゅん,"순, 순서, 차례","order, turn",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
瞬間,しゅんかん,"순간, 플래쉬 탕구","moment, second",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
順調,じゅんちょう,"순조로움, 순조",doing well,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
順番,じゅんばん,"차례, 순서","turn (in line), order of things",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
使用,しよう,사용,"use (same as 使うこと (つかうこと)), application, employment, utilization",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
小,しょう,소,small,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
章,しょう,장,"chapter, section; medal",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
賞,しょう,상,"prize, award",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
上,じょう,"위, 상, 겉",first volume; superior quality; governmental,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
障害,しょうがい,장애,"obstacle, impediment",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
奨学金,しょうがくきん,장학금,scholarship,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
乗客,じょうきゃく,승객,passenger,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
上京,じょうきょう,상경,proceeding to the capital (Tokyo),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
状況,じょうきょう,상황,"state of affairs, situation",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
条件,じょうけん,조건,"conditions, terms",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
正午,しょうご,정오,"noon, mid-day",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
正直,しょうじき,정직,"honesty, integrity, frankness",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
常識,じょうしき,"상식, 코먼센스, 공통감각",common sense,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
少女,しょうじょ,소녀,young girl,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
少々,しょうしょう,"잠깐만, 잠시, 약간",a little; short (time) (formal for 少し (すこし)),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
症状,しょうじょう,"증상, 증세","symptoms, condition",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
生じる,しょうじる,"생기다, 나다, 생겨나다","to occur, to arise, to be generated",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
状態,じょうたい,"상태, 표면끝손질","condition, situation",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
上達,じょうたつ,"숙달, 향상","improvement, advance",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
冗談,じょうだん,농담,a joke,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
上等,じょうとう,"상등, 탑스, 톱스","first class, very good",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
衝突,しょうとつ,"충돌, 충돌현상, 신경쇠약","collision, conflict",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
商人,しょうにん,"상인, 장사꾼, 장수","trader, shopkeeper, merchant",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
承認,しょうにん,승인,"recognition, approval",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
少年,しょうねん,소년,"boys, juveniles",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
商売,しょうばい,장사,"trade, business, commerce",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
消費,しょうひ,소비,"consumption, expenditure",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
商品,しょうひん,"상품, 거래 상품, 재고상품","commodity, merchandise",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
賞品,しょうひん,상품,"prize, trophy",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
消防,しょうぼう,"소방, 소화활동, 진화작업","fire fighting, fire department",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
情報,じょうほう,"정보, 인포","information, (military) intelligence",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
証明,しょうめい,증명,"proof, verification",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
省略,しょうりゃく,생략,"omission, abbreviation, abridgment",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
女王,じょおう,여왕,queen,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
職,しょく,"직업, 일자리, 직",employment,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
職業,しょくぎょう,"직업, 노작","occupation, business",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
食卓,しょくたく,"식탁, 대부분식탁, 다이닝 테이블",dining table,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
食品,しょくひん,"식품, 먹을거리, 식품 위생법",foodstuff,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
植物,しょくぶつ,"식물, 제조공장","plant, vegetation",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
食物,しょくもつ,먹을거리,"food, foodstuff",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
食欲,しょくよく,식욕,appetite (for food),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
食料,しょくりょう,식료,food,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
食糧,しょくりょう,식량,"provisions, rations",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
書斎,しょさい,"서재, 공부방","study, den",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
女子,じょし,"여자, 계집아이, 여성","woman, girl",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
助手,じょしゅ,"조수, 조교","helper, assistant",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
徐々に,じょじょに,"서서히, 점차, 포코아포코","slowly, little by little",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
署名,しょめい,서명,signature,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
書物,しょもつ,"서책, 책",books,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
女優,じょゆう,여배우,actress,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
処理,しょり,처리,"processing, treatment, disposition",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
書類,しょるい,서류,"documents, official papers",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
知らせ,しらせ,"알림, 통지",notice,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
尻,しり,"엉덩이, 궁둥이, 뒤","buttocks, bottom",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
知合い,しりあい,"아는 사람, 지인, 아는 사이",acquaintance,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
印,しるし,"표시, 도장",mark; symbol; evidence,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
城,しろ,성,castle,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
進学,しんがく,진학,going on to university,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
神経,しんけい,신경,"nerve, sensitivity",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
真剣,しんけん,"진검, 진지, 진지함","seriousness, earnestness",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
信仰,しんこう,"신앙, 믿음","(religious) faith, belief",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
信号,しんごう,신호,"traffic lights, signal, semaphore",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
人工,じんこう,"인공, 인시, 메타화합물","artificial, man made, human work,",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
深刻,しんこく,심각,serious,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
診察,しんさつ,"진찰, 임상검사, 임상진찰",medical examination (of a patient),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
人種,じんしゅ,인종,race (of people),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
信じる,しんじる,믿다,to believe,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
人生,じんせい,"인생, 삶","(human) life (e.g., conception to death)",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
親戚,しんせき,친척,relative(s),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
新鮮,しんせん,신선,fresh,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
心臓,しんぞう,심장,heart,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
身体,しんたい,신체,the body,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
身長,しんちょう,"신장, 키","height (of body), stature",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
慎重,しんちょう,신중,"careful, prudent, cautious",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
審判,しんぱん,심판,"umpire, referee, judgment",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
人物,じんぶつ,인물,"character, personality, talented man",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
進歩,しんぽ,진보,"improvement, progress, development",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
親友,しんゆう,"친구, 친우, 친한 친구","close friend, buddy",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
信用,しんよう,"신용, 믿음","confidence, dependence",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
信頼,しんらい,"신뢰, 믿음, 상호신뢰","reliance, trust, confidence",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
心理,しんり,심리,mentality,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
人類,じんるい,인류,"mankind, humanity",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
巣,す,둥지,"nest, breeding place",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
酢,す,식초,vinegar,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
図,ず,"그림, 도","figure, drawing, illustration",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
水準,すいじゅん,"수준, 교차갱도","level, standard",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
推薦,すいせん,추천,recommendation,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
スイッチ,スイッチ,스위치,switch,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
睡眠,すいみん,"수면, 수면중",sleep,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
数,すう,"숫자, 수","number, figure",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
数字,すうじ,"숫자, 숫자형 문자, 수 문자","numeral, figure",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
スープ,スープ,"스프, 국, 탕",(Western) soup,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
末,すえ,"끝, 말","the end of, powder",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
姿,すがた,"모습, 차림","figure, shape, appearance",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
スキー,スキー,스키,ski,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
救う,すくう,"구하다, 건지다, 구원하다","to rescue from, to help out of",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
すくなくとも,すくなくとも,"적어도, 최소한",at least,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
優れる,すぐれる,"우수하다, 뛰어나다, 빼어나다","to surpass, to outstrip, to excel",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
スケート,スケート,스케이트,"skate(s), skating",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
スケジュール,スケジュール,"스케쥴, 스케줄",schedule,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
少しも,すこしも,"조금도, 전혀","anything of, not one bit",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
過ごす,すごす,"보내다, 지내다","to pass, to spend (time)",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
筋,すじ,"줄기, 힘줄, 심줄","muscle, string, line",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
進める,すすめる,"앞으로 나아가게 하다, 진행하다","to advance, to promote, to hasten",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
勧める,すすめる,"권하다, 권장하다, 권유하다","to urge (someone) to do (something), to recommend",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
スター,スター,"스타, 재크스타아, 스타아",star,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
スタイル,スタイル,스타일,style,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
スタンド,スタンド,"스탠드, 매장, 계단식 관람석",stand,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
頭痛,ずつう,두통,headache,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
ずっと,ずっと,"계속, 쭉, 줄곧",for a long time; all the time; consecutively,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
すっぱい,すっぱい,시다,"sour, acid",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
すてき,すてき,"매우 근사함, 아주 멋짐, 멋짐","lovely, great",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
既に,すでに,"이미, 벌써",already (same as もう),2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
すなわち,すなわち,"곧, 즉","that is, namely, e.g.",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
スピーチ,スピーチ,"스피치, 연설",speech,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
全て,すべて,"전부, 다, 모두","all, the whole, entirely",2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
済ませる,すませる,"마치다, 끝내다",to be finished,2.5,10,2026-02-03 15:31:08,2026-02-03 15:31:08
